Entity Name,Plant State,Technology,Nameplate Capacity (MW),County,Sector,Operating Year
Electrodes,CA,Batteries,1.0,Orange,Commercial Non-CHP,2019.0
Electrodes,CA,Batteries,1.0,Orange,IPP Non-CHP,2018.0
Electrodes,CA,Batteries,4.5,Orange,IPP Non-CHP,2018.0
Electrodes,CA,Batteries,2.5,Orange,IPP Non-CHP,2018.0
Electrodes,CA,Batteries,3.3,Orange,IPP Non-CHP,2018.0
Onyx Asset Services Group,NY,Solar Photovoltaic,2.0,Saratoga,IPP Non-CHP,2017.0
"AEP Onsite Partners, LLC",NY,Solar Photovoltaic,1.8,Madison,IPP Non-CHP,2017.0
Onyx Asset Services Group,MA,Solar Photovoltaic,2.4,Plymouth,IPP Non-CHP,2017.0
Onyx Asset Services Group,MA,Solar Photovoltaic,3.7,Plymouth,IPP Non-CHP,2017.0
"Origis Energy USA, Inc",MA,Batteries,1.0,Worcester,IPP Non-CHP,2018.0
"Origis Energy USA, Inc",MA,Solar Photovoltaic,1.1,Worcester,IPP Non-CHP,2018.0
"Altus Power America Management, LLC",MA,Solar Photovoltaic,4.9,Norfolk,IPP Non-CHP,2017.0
"Altus Power America Management, LLC",MA,Solar Photovoltaic,3.8,Norfolk,IPP Non-CHP,2017.0
Seneca Nation,NY,Onshore Wind Turbine,1.5,Erie,Commercial Non-CHP,2017.0
"Hilltopper Wind Project, LLC",IL,Onshore Wind Turbine,185.0,Logan,IPP Non-CHP,2018.0
Lockheed Martin RMS Syracuse,NY,Batteries,1.0,Onondaga,Industrial Non-CHP,2017.0
Austin Energy,TX,Batteries,1.5,Travis,Electric Utility,2018.0
Austin Energy,TX,Flywheels,2.5,Travis,Electric Utility,2012.0
Austin Energy,TX,Flywheels,2.5,Travis,Electric Utility,2012.0
Consolidated Edison Development Inc.,CA,Solar Photovoltaic,106.7,Imperial,IPP Non-CHP,2018.0
SunSelect Produce (California) Inc,CA,Natural Gas Internal Combustion Engine,3.3,Kern,Industrial CHP,2018.0
SunSelect Produce (California) Inc,CA,Natural Gas Internal Combustion Engine,3.3,Kern,Industrial CHP,2018.0
NuGen Capital Management,MA,Solar Photovoltaic,5.8,Berkshire,IPP Non-CHP,2017.0
Gaston County Solid Waste and Recycling Division,NC,Landfill Gas,1.4,Gaston,IPP Non-CHP,2011.0
Gaston County Solid Waste and Recycling Division,NC,Landfill Gas,1.4,Gaston,IPP Non-CHP,2011.0
Gaston County Solid Waste and Recycling Division,NC,Landfill Gas,1.4,Gaston,IPP Non-CHP,2011.0
"MN Solar Community, LLC",MN,Solar Photovoltaic,5.0,Sherburne,IPP Non-CHP,2018.0
Florida Power & Light Co,FL,Solar Photovoltaic,74.5,Columbia,Electric Utility,2019.0
Florida Power & Light Co,FL,Batteries,30.0,Columbia,Electric Utility,2021.0
"Gore Mountain Solar II, LLC",NY,Solar Photovoltaic,2.0,Washington,IPP Non-CHP,2016.0
"HGS solar I, LLC",NY,Solar Photovoltaic,2.0,Washington,IPP Non-CHP,2016.0
Florida Power & Light Co,FL,Solar Photovoltaic,74.5,Miami Dade,Electric Utility,2019.0
Florida Power & Light Co,FL,Solar Photovoltaic,74.5,Volusia,Electric Utility,2019.0
Florida Power & Light Co,FL,Solar Photovoltaic,74.5,St Lucie,Electric Utility,2019.0
"Syncarpha Hancock I, LLC",MA,Solar Photovoltaic,2.0,Berkshire,IPP Non-CHP,2017.0
"Syncarpha Hancock II, LLC",MA,Solar Photovoltaic,2.0,Berkshire,IPP Non-CHP,2017.0
"Syncarpha Hancock III, LLC",MA,Solar Photovoltaic,1.0,Berkshire,IPP Non-CHP,2017.0
"Acciona Energy USA Global, LLC",TX,Onshore Wind Turbine,144.9,Cameron,IPP Non-CHP,2020.0
"Syncarpha Still River, LLC",MA,Solar Photovoltaic,2.0,Worcester,IPP Non-CHP,2016.0
Town of Otis,MA,Onshore Wind Turbine,1.5,Berkshire,Commercial Non-CHP,2018.0
"Midway Wind, LLC",TX,Onshore Wind Turbine,162.9,San Patricio,IPP Non-CHP,2019.0
"NextEra Renewable Fuels, LLC",FL,Landfill Gas,1.6,Brevard,IPP Non-CHP,2008.0
"NextEra Renewable Fuels, LLC",FL,Landfill Gas,1.6,Brevard,IPP Non-CHP,2008.0
"NextEra Renewable Fuels, LLC",FL,Landfill Gas,1.6,Brevard,IPP Non-CHP,2008.0
"NextEra Renewable Fuels, LLC",FL,Landfill Gas,1.6,Brevard,IPP Non-CHP,2008.0
"North 301 Solar, LLC       ",NC,Solar Photovoltaic,20.0,Halifax,IPP Non-CHP,2019.0
Hernando Energy        ,FL,Landfill Gas,1.6,Hernando,IPP Non-CHP,2010.0
"NextEra Renewable Fuels, LLC",FL,Landfill Gas,1.6,Seminole,IPP Non-CHP,2007.0
"NextEra Renewable Fuels, LLC",FL,Landfill Gas,1.6,Seminole,IPP Non-CHP,2007.0
"NextEra Renewable Fuels, LLC",FL,Landfill Gas,1.6,Seminole,IPP Non-CHP,2007.0
Edenton Solar        ,NC,Solar Photovoltaic,5.0,Chowan,IPP Non-CHP,2019.0
Engie North America,TX,Onshore Wind Turbine,199.5,Schleicher,IPP Non-CHP,2019.0
Invenergy Services LLC,IL,Onshore Wind Turbine,119.0,Henry,IPP Non-CHP,2018.0
"Hilltop Power, LLC",MN,Onshore Wind Turbine,2.0,Pipestone,IPP Non-CHP,2008.0
"Stage Gulch Solar, LLC",CA,Solar Photovoltaic,1.0,Sonoma,IPP Non-CHP,2018.0
"Lavio Solar, LLC",CA,Solar Photovoltaic,1.0,Sonoma,IPP Non-CHP,2018.0
Heyer CSG LLC,MN,Solar Photovoltaic,1.0,Rice,IPP Non-CHP,2018.0
ENGIE Storage Services NA LLC,CA,Batteries,1.0,Napa,Commercial Non-CHP,2020.0
Engie North America,CA,Batteries,25.0,San Joaquin,IPP Non-CHP,2024.0
AES Distributed Energy,NY,Solar Photovoltaic,1.8,Monroe,IPP Non-CHP,2017.0
"Duke Energy Florida, LLC",FL,Solar Photovoltaic,74.9,Hamilton,Electric Utility,2018.0
Cypress Creek Renewables,TX,Solar Photovoltaic,10.0,Lamar,IPP Non-CHP,2018.0
"Ranchland Solar, LLC",NC,Solar Photovoltaic,60.0,Currituck,IPP Non-CHP,2017.0
Kearsarge Concord II LLC,MA,Solar Photovoltaic,4.5,Middlesex,IPP Non-CHP,2017.0
Kearsarge Granby LLC,MA,Solar Photovoltaic,0.5,Hampshire,IPP Non-CHP,2017.0
Kearsarge Granby LLC,MA,Solar Photovoltaic,0.5,Hampshire,IPP Non-CHP,2017.0
Kearsarge Granby LLC,MA,Solar Photovoltaic,0.5,Hampshire,IPP Non-CHP,2017.0
Kearsarge Granby LLC,MA,Solar Photovoltaic,0.5,Hampshire,IPP Non-CHP,2017.0
Kearsarge Granby LLC,MA,Solar Photovoltaic,0.5,Hampshire,IPP Non-CHP,2017.0
"DG Minnesota CSG, LLC",MN,Solar Photovoltaic,5.0,Sherburne,IPP Non-CHP,2018.0
IKEA Property Inc,FL,Solar Photovoltaic,1.4,Duval,Commercial Non-CHP,2017.0
MN8 Energy LLC,CA,Solar Photovoltaic,3.0,San Bernardino,IPP Non-CHP,2018.0
Soboba Band of Luiseno Indians,CA,Solar Photovoltaic,1.0,Riverside,Electric Utility,2016.0
Soboba Band of Luiseno Indians,CA,Solar Photovoltaic,1.0,Riverside,Electric Utility,2017.0
Greenbacker Renewable Energy Corporation,NC,Solar Photovoltaic,5.0,Perquimans,IPP Non-CHP,2018.0
Onyx Asset Services Group,CA,Solar Photovoltaic,1.1,San Diego,IPP Non-CHP,2018.0
"Central CA Fuel Cell 2, LLC",CA,Other Natural Gas,2.8,Tulare,IPP CHP,2019.0
Onyx Asset Services Group,NY,Solar Photovoltaic,2.0,Fulton,IPP Non-CHP,2018.0
Terraform Arcadia,VA,Solar Photovoltaic,6.0,Pittsylvania,IPP Non-CHP,2018.0
Onyx Asset Services Group,NY,Solar Photovoltaic,2.0,Montgomery,IPP Non-CHP,2018.0
"Rio Bravo Windpower, LLC",TX,Onshore Wind Turbine,237.6,Starr,IPP Non-CHP,2019.0
Cypress Creek Renewables,TX,Solar Photovoltaic,10.0,Austin,IPP Non-CHP,2018.0
Cypress Creek Renewables,TX,Solar Photovoltaic,10.0,Fort Bend,IPP Non-CHP,2018.0
Montevideo Solar LLC,MN,Solar Photovoltaic,5.0,Yellow Medicine,IPP Non-CHP,2019.0
Cypress Creek Renewables,TX,Solar Photovoltaic,10.0,Hunt,IPP Non-CHP,2018.0
Sol Systems,TX,Solar Photovoltaic,7.5,Menard,IPP Non-CHP,2019.0
Cypress Creek Renewables,TX,Solar Photovoltaic,5.0,Bosque,IPP Non-CHP,2018.0
Cypress Creek Renewables,TX,Solar Photovoltaic,10.0,McLennan,IPP Non-CHP,2018.0
Cypress Creek Renewables,TX,Solar Photovoltaic,10.0,Wharton,IPP Non-CHP,2019.0
MN8 Energy LLC,NC,Solar Photovoltaic,4.9,Jones,IPP Non-CHP,2018.0
"REA Investments, LLC",IL,Solar Photovoltaic,1.3,Williamson,IPP Non-CHP,2019.0
Cardinal Renewables,FL,Solar Photovoltaic,7.3,Polk,IPP Non-CHP,2018.0
Cypress Creek Renewables,NC,Solar Photovoltaic,2.0,Randolph,IPP Non-CHP,2018.0
Cypress Creek Renewables,NC,Solar Photovoltaic,2.0,Montgomery,IPP Non-CHP,2018.0
Cypress Creek Renewables,NC,Solar Photovoltaic,1.3,Randolph,IPP Non-CHP,2018.0
Ameresco Federal Solutions,TX,Solar Photovoltaic,2.0,El Paso,IPP Non-CHP,2018.0
Onyx Asset Services Group,NY,Solar Photovoltaic,2.0,Fulton,IPP Non-CHP,2018.0
National Raisin,CA,Solar Photovoltaic,1.0,Fresno,Industrial Non-CHP,2015.0
National Raisin,CA,Solar Photovoltaic,1.0,Fresno,Industrial Non-CHP,2015.0
National Raisin,CA,Solar Photovoltaic,0.6,Fresno,Industrial Non-CHP,2015.0
National Raisin,CA,Solar Photovoltaic,0.3,Fresno,Industrial Non-CHP,2015.0
MN8 Energy LLC,TX,Solar Photovoltaic,7.7,Collin,IPP Non-CHP,2017.0
BQ Energy LLC,NY,Solar Photovoltaic,4.0,Cattaraugus,IPP Non-CHP,2016.0
"CVI Renewables Holdings, LLC.",NY,Solar Photovoltaic,2.0,Suffolk,IPP Non-CHP,2018.0
"CVI Renewables Holdings, LLC.",NY,Solar Photovoltaic,1.5,Suffolk,IPP Non-CHP,2018.0
"CVI Renewables Holdings, LLC.",NY,Solar Photovoltaic,1.2,Suffolk,IPP Non-CHP,2017.0
Onyx Asset Services Group,NY,Solar Photovoltaic,2.0,Schoharie,IPP Non-CHP,2018.0
Onyx Asset Services Group,NY,Solar Photovoltaic,2.0,Montgomery,IPP Non-CHP,2018.0
Onyx Asset Services Group,NY,Solar Photovoltaic,2.0,Montgomery,IPP Non-CHP,2018.0
"Phoebe Energy Project, LLC",TX,Solar Photovoltaic,250.0,Winkler,IPP Non-CHP,2019.0
"Stratford Solar Center, LLC",VA,Solar Photovoltaic,15.0,Suffolk City,IPP Non-CHP,2022.0
Consumers Energy Co - (MI),MI,Batteries,1.1,Kalamazoo,Electric Utility,2018.0
"Pegasus Wind, LLC",MI,Onshore Wind Turbine,48.0,Tuscola,IPP Non-CHP,2019.0
"Pegasus Wind, LLC",MI,Onshore Wind Turbine,130.0,Tuscola,IPP Non-CHP,2020.0
Kearsarge Oppenheim LLC,NY,Solar Photovoltaic,1.4,Fulton,IPP Non-CHP,2018.0
Frontenac Holdco LLC,MN,Solar Photovoltaic,5.0,Goodhue,IPP Non-CHP,2019.0
225DD 8me LLC,TX,Solar Photovoltaic,250.0,Concho,IPP Non-CHP,2021.0
"Tahoka Wind, LLC",TX,Onshore Wind Turbine,300.0,Lynn,IPP Non-CHP,2018.0
BQ Energy LLC,NY,Solar Photovoltaic,2.0,Dutchess,IPP Non-CHP,2018.0
"Delta Solar Power I, LLC",MI,Solar Photovoltaic,8.1,Eaton,IPP Non-CHP,2018.0
"Delta Solar Power II, LLC",MI,Solar Photovoltaic,15.9,Eaton,IPP Non-CHP,2018.0
AES Distributed Energy,NY,Solar Photovoltaic,1.5,Montgomery,IPP Non-CHP,2018.0
Duke Energy Renewables Services,TX,Solar Photovoltaic,200.0,Nolan,IPP Non-CHP,2020.0
Victoria Port Power II,TX,Natural Gas Fired Combustion Turbine,50.0,Victoria,IPP Non-CHP,2022.0
Victoria Port Power II,TX,Natural Gas Fired Combustion Turbine,50.0,Victoria,IPP Non-CHP,2022.0
Chisago Holdco LLC,MN,Solar Photovoltaic,3.0,Chisago,IPP Non-CHP,2019.0
"Torrecillas Wind Energy, LLC",TX,Onshore Wind Turbine,300.0,Webb,IPP Non-CHP,2019.0
"Blue Summit II Wind, LLC",TX,Onshore Wind Turbine,99.4,Wilbarger,IPP Non-CHP,2019.0
"Altus Power America Management, LLC",MN,Solar Photovoltaic,1.0,Hennepin,IPP Non-CHP,2019.0
"Altus Power America Management, LLC",MN,Solar Photovoltaic,1.0,Hennepin,IPP Non-CHP,2019.0
"Altus Power America Management, LLC",MN,Solar Photovoltaic,1.0,Hennepin,IPP Non-CHP,2019.0
"Altus Power America Management, LLC",MN,Solar Photovoltaic,1.0,Hennepin,IPP Non-CHP,2019.0
"Altus Power America Management, LLC",MN,Solar Photovoltaic,1.0,Hennepin,IPP Non-CHP,2019.0
Terraform Arcadia,MN,Solar Photovoltaic,1.0,Chisago,IPP Non-CHP,2018.0
Cypress Creek Renewables,NC,Solar Photovoltaic,5.0,Moore,IPP Non-CHP,2018.0
"Prinsburg CSG I, LLC",MN,Solar Photovoltaic,1.0,Kandiyohi,IPP Non-CHP,2018.0
"Clara City CSG I, LLC",MN,Solar Photovoltaic,1.0,Chippewa,IPP Non-CHP,2018.0
"Duke Energy Florida, LLC",FL,Solar Photovoltaic,74.9,Columbia,Electric Utility,2020.0
"DG Minnesota CSG, LLC",MN,Solar Photovoltaic,4.9,Washington,IPP Non-CHP,2018.0
Dominion Energy Inc.,VA,Solar Photovoltaic,142.4,Surry,Electric Utility,2019.0
Dominion Energy Inc.,VA,Solar Photovoltaic,97.9,Surry,Electric Utility,2020.0
"FL Solar 5, LLC",FL,Solar Photovoltaic,52.0,Orange,IPP Non-CHP,2018.0
"Seaboard Energy California, LLC",CA,Solar Photovoltaic,4.3,Madera,IPP Non-CHP,2018.0
Ameren Illinois,IL,Batteries,0.3,Champaign,Electric Utility,2017.0
Ameren Illinois,IL,Natural Gas Internal Combustion Engine,1.0,Champaign,Electric Utility,2017.0
Ameren Illinois,IL,Solar Photovoltaic,0.1,Champaign,Electric Utility,2017.0
Ameren Illinois,IL,Onshore Wind Turbine,0.1,Champaign,Electric Utility,2017.0
Gavilan District College Solar Project,CA,Batteries,0.5,Santa Clara,Commercial Non-CHP,2019.0
Gavilan District College Solar Project,CA,Solar Photovoltaic,1.4,Santa Clara,Commercial Non-CHP,2018.0
MN8 Energy LLC,CA,Batteries,0.5,Merced,IPP Non-CHP,2018.0
MN8 Energy LLC,CA,Solar Photovoltaic,4.5,Merced,IPP Non-CHP,2018.0
United States Solar Corporation,MN,Solar Photovoltaic,1.0,Sherburne,IPP Non-CHP,2018.0
United States Solar Corporation,MN,Solar Photovoltaic,1.0,Chisago,IPP Non-CHP,2018.0
United States Solar Corporation,MN,Solar Photovoltaic,1.0,Benton,IPP Non-CHP,2018.0
United States Solar Corporation,MN,Solar Photovoltaic,1.0,Chisago,IPP Non-CHP,2018.0
The Bank of New York,NY,Petroleum Liquids,1.2,Kings,Commercial Non-CHP,1983.0
The Bank of New York,NY,Petroleum Liquids,1.2,Kings,Commercial Non-CHP,1983.0
The Bank of New York,NY,Petroleum Liquids,1.2,Kings,Commercial Non-CHP,1983.0
The Bank of New York,NY,Petroleum Liquids,1.2,Kings,Commercial Non-CHP,1983.0
The Bank of New York,NY,Petroleum Liquids,1.2,Kings,Commercial Non-CHP,1983.0
The Bank of New York,NY,Petroleum Liquids,1.2,Kings,Commercial Non-CHP,1983.0
Brooklyn Hospital Center,NY,Petroleum Liquids,0.4,Kings,Commercial Non-CHP,2004.0
Brooklyn Hospital Center,NY,Petroleum Liquids,0.5,Kings,Commercial Non-CHP,2014.0
Brooklyn Hospital Center,NY,Petroleum Liquids,0.6,Kings,Commercial Non-CHP,2019.0
Saint Catherine of Siena Medical Center,NY,Petroleum Liquids,0.8,Suffolk,Commercial Non-CHP,1972.0
Saint Catherine of Siena Medical Center,NY,Petroleum Liquids,0.4,Suffolk,Commercial Non-CHP,2002.0
Saint Catherine of Siena Medical Center,NY,Petroleum Liquids,0.4,Suffolk,Commercial Non-CHP,1997.0
Saint Catherine of Siena Medical Center,NY,Petroleum Liquids,0.2,Suffolk,Commercial Non-CHP,2001.0
Saint Catherine of Siena Medical Center,NY,Petroleum Liquids,0.4,Suffolk,Commercial Non-CHP,2002.0
AES Distributed Energy,CA,Solar Photovoltaic,100.0,Los Angeles,IPP Non-CHP,2019.0
Green Street Power Partners,MN,Solar Photovoltaic,3.3,Sibley,IPP Non-CHP,2019.0
AES Distributed Energy,VA,Solar Photovoltaic,20.0,Spotsylvania,IPP Non-CHP,2020.0
AES Distributed Energy,VA,Solar Photovoltaic,75.0,Spotsylvania,IPP Non-CHP,2020.0
AES Distributed Energy,VA,Solar Photovoltaic,240.0,Spotsylvania,IPP Non-CHP,2021.0
AES Distributed Energy,VA,Solar Photovoltaic,165.0,Spotsylvania,IPP Non-CHP,2020.0
RE Mustang Two LLC,CA,Solar Photovoltaic,50.0,Kings,IPP Non-CHP,2020.0
RE Mustang Two LLC,CA,Solar Photovoltaic,100.0,Kings,IPP Non-CHP,2020.0
MN8 Energy LLC,CA,Solar Photovoltaic,4.0,Riverside,IPP Non-CHP,2017.0
AES Distributed Energy,NY,Solar Photovoltaic,20.0,Suffolk,IPP Non-CHP,2019.0
"Page Solar Farm, LLC",NC,Solar Photovoltaic,1.6,Johnston,IPP Non-CHP,2018.0
MN8 Energy LLC,CA,Solar Photovoltaic,3.4,Santa Clara,IPP Non-CHP,2017.0
MN8 Energy LLC,CA,Solar Photovoltaic,4.5,Los Angeles,IPP Non-CHP,2017.0
Enfield Community Solar,NY,Solar Photovoltaic,1.8,Tompkins,IPP Non-CHP,2017.0
Nautilus Solar Solutions,MN,Solar Photovoltaic,2.0,Chisago,IPP Non-CHP,2019.0
Nautilus Solar Solutions,MN,Solar Photovoltaic,5.0,Sherburne,IPP Non-CHP,2019.0
Nautilus Solar Solutions,MN,Solar Photovoltaic,3.0,McLeod,IPP Non-CHP,2019.0
"Scale Sustainable I, LLC",NY,Solar Photovoltaic,2.0,Sullivan,IPP Non-CHP,2018.0
Sartell Holdco LLC,MN,Solar Photovoltaic,5.0,Stearns,IPP Non-CHP,2019.0
Rollingstone Holdco LLC,MN,Solar Photovoltaic,4.8,Winona,IPP Non-CHP,2019.0
Invenergy Services LLC,TX,Onshore Wind Turbine,302.4,Irion,IPP Non-CHP,2019.0
Sonoma County Junior College District,CA,Solar Photovoltaic,1.2,Sonoma,IPP Non-CHP,2018.0
SunShare Management,MN,Solar Photovoltaic,1.0,Wright,IPP Non-CHP,2019.0
United States Solar Corporation,MN,Solar Photovoltaic,1.0,Benton,IPP Non-CHP,2019.0
United States Solar Corporation,MN,Solar Photovoltaic,1.0,Chisago,IPP Non-CHP,2018.0
United States Solar Corporation,MN,Solar Photovoltaic,1.0,Chisago,IPP Non-CHP,2019.0
United States Solar Corporation,MN,Solar Photovoltaic,1.0,Chisago,IPP Non-CHP,2018.0
United States Solar Corporation,MN,Solar Photovoltaic,1.0,Benton,IPP Non-CHP,2019.0
United States Solar Corporation,MN,Solar Photovoltaic,1.0,Chisago,IPP Non-CHP,2018.0
United States Solar Corporation,MN,Solar Photovoltaic,1.0,Stearns,IPP Non-CHP,2019.0
Kingsbrook Jewish Medical Center,NY,Petroleum Liquids,0.6,Kings,Commercial Non-CHP,1999.0
Kingsbrook Jewish Medical Center,NY,Petroleum Liquids,1.0,Kings,Commercial Non-CHP,2019.0
Kingsbrook Jewish Medical Center,NY,Petroleum Liquids,1.0,Kings,Commercial Non-CHP,2002.0
St Johns Riverside Hospital,NY,Petroleum Liquids,0.7,Westchester,Commercial Non-CHP,2000.0
St Johns Riverside Hospital,NY,Petroleum Liquids,0.8,Westchester,Commercial Non-CHP,1968.0
Citizens Enterprises Corporation,CA,Solar Photovoltaic,30.0,Imperial,IPP Non-CHP,2019.0
Solar Provider Group MN I LLC,MN,Solar Photovoltaic,1.0,Dodge,IPP Non-CHP,2019.0
"Alpha Value Solar, LLC",NC,Solar Photovoltaic,5.0,Perquimans,IPP Non-CHP,2019.0
NSTAR Electric Company,MA,Solar Photovoltaic,3.3,Plymouth,Electric Utility,2018.0
"Clean Focus Yield, LLC",CA,Solar Photovoltaic,3.0,Los Angeles,IPP Non-CHP,2018.0
NSTAR Electric Company,MA,Solar Photovoltaic,5.0,Hampden,Electric Utility,2019.0
SoCore Energy LLC,MN,Solar Photovoltaic,2.0,Dakota,IPP Non-CHP,2018.0
SoCore Energy LLC,MN,Solar Photovoltaic,3.4,Anoka,IPP Non-CHP,2018.0
SoCore Energy LLC,MN,Solar Photovoltaic,6.6,Isanti,IPP Non-CHP,2018.0
NSTAR Electric Company,MA,Solar Photovoltaic,2.0,Franklin,Electric Utility,2019.0
NSTAR Electric Company,MA,Solar Photovoltaic,2.0,Berkshire,Electric Utility,2019.0
NSTAR Electric Company,MA,Solar Photovoltaic,2.0,Hampshire,Electric Utility,2019.0
NSTAR Electric Company,MA,Solar Photovoltaic,2.0,Hampshire,Electric Utility,2019.0
NSTAR Electric Company,MA,Solar Photovoltaic,4.0,Hampden,Electric Utility,2019.0
NSTAR Electric Company,MA,Solar Photovoltaic,3.5,Hampden,Electric Utility,2019.0
Tesla Inc.,CA,Solar Photovoltaic,1.5,El Dorado,IPP Non-CHP,2019.0
NSTAR Electric Company,MA,Solar Photovoltaic,5.0,Hampden,Electric Utility,2019.0
SunShare Management,MN,Solar Photovoltaic,1.0,Wright,IPP Non-CHP,2019.0
SunShare Management,MN,Solar Photovoltaic,1.0,Wright,IPP Non-CHP,2019.0
SunShare Management,MN,Solar Photovoltaic,1.0,Wright,IPP Non-CHP,2019.0
SunShare Management,MN,Solar Photovoltaic,1.0,Wright,IPP Non-CHP,2019.0
"DG Minnesota CSG, LLC",MN,Solar Photovoltaic,1.8,Scott,IPP Non-CHP,2018.0
"Panda Solar NC 1, LLC",NC,Solar Photovoltaic,1.0,Robeson,IPP Non-CHP,2019.0
NSTAR Electric Company,MA,Solar Photovoltaic,1.1,Franklin,Electric Utility,2018.0
NSTAR Electric Company,MA,Solar Photovoltaic,3.6,Hampshire,Electric Utility,2018.0
NSTAR Electric Company,MA,Solar Photovoltaic,4.1,Franklin,Electric Utility,2018.0
NSTAR Electric Company,MA,Solar Photovoltaic,1.4,Hampden,Electric Utility,2018.0
Quarter Horse Farm LLC,NC,Solar Photovoltaic,4.5,Pender,IPP Non-CHP,2018.0
Atkinson Solar II LLC,NC,Solar Photovoltaic,1.9,Duplin,IPP Non-CHP,2018.0
NSTAR Electric Company,MA,Solar Photovoltaic,1.9,Hampden,Electric Utility,2018.0
"DG Minnesota CSG, LLC",MN,Solar Photovoltaic,5.0,Sherburne,IPP Non-CHP,2018.0
"DG Minnesota CSG, LLC",MN,Solar Photovoltaic,4.8,Sherburne,IPP Non-CHP,2018.0
Warrenton Solar I LLC,NC,Solar Photovoltaic,4.9,Warren,IPP Non-CHP,2018.0
Bladenboro Farm 2 LLC,NC,Solar Photovoltaic,4.5,Bladen,IPP Non-CHP,2018.0
Sadiebrook Solar LLC,NC,Solar Photovoltaic,5.0,Bladen,IPP Non-CHP,2018.0
Lane Solar Farm LLC,NC,Solar Photovoltaic,5.0,Wayne,IPP Non-CHP,2018.0
"DG Minnesota CSG, LLC",MN,Solar Photovoltaic,5.0,Wright,IPP Non-CHP,2018.0
Strauss Wind LLC,CA,Onshore Wind Turbine,95.3,Santa Barbara,IPP Non-CHP,2023.0
"AES Alamitos Energy, LLC",CA,Natural Gas Fired Combined Cycle,231.0,Los Angeles,IPP Non-CHP,2020.0
"AES Alamitos Energy, LLC",CA,Natural Gas Fired Combined Cycle,231.0,Los Angeles,IPP Non-CHP,2020.0
"AES Alamitos Energy, LLC",CA,Natural Gas Fired Combined Cycle,216.0,Los Angeles,IPP Non-CHP,2020.0
"AES Huntington Beach Energy, LLC",CA,Natural Gas Fired Combined Cycle,231.0,Orange,IPP Non-CHP,2020.0
"AES Huntington Beach Energy, LLC",CA,Natural Gas Fired Combined Cycle,231.0,Orange,IPP Non-CHP,2020.0
"AES Huntington Beach Energy, LLC",CA,Natural Gas Fired Combined Cycle,237.2,Orange,IPP Non-CHP,2020.0
"Panda Solar NC 2, LLC",NC,Solar Photovoltaic,2.0,Robeson,IPP Non-CHP,2019.0
"Panda Solar NC 3, LLC",NC,Solar Photovoltaic,2.0,Robeson,IPP Non-CHP,2019.0
"Panda Solar NC 4, LLC ",NC,Solar Photovoltaic,2.0,Bladen,IPP Non-CHP,2019.0
"Panda Solar NC 5, LLC",NC,Solar Photovoltaic,1.0,Cumberland,IPP Non-CHP,2019.0
"Panda Solar NC 6, LLC",NC,Solar Photovoltaic,1.0,Columbus,IPP Non-CHP,2019.0
"Panda Solar NC 7 , LLC",NC,Solar Photovoltaic,1.5,Sampson,IPP Non-CHP,2019.0
"Panda Solar NC 8, LLC",NC,Solar Photovoltaic,2.0,Moore,IPP Non-CHP,2019.0
"Panda Solar NC 9, LLC",NC,Solar Photovoltaic,2.0,Cumberland,IPP Non-CHP,2019.0
"Panda Solar NC 10, LLC",NC,Solar Photovoltaic,2.0,Cumberland,IPP Non-CHP,2019.0
"Panda Solar NC 11, LLC",NC,Solar Photovoltaic,2.0,Cumberland,IPP Non-CHP,2019.0
Sol Systems,NC,Solar Photovoltaic,2.0,Johnston,IPP Non-CHP,2018.0
AES Distributed Energy,MA,Solar Photovoltaic,3.5,Hampden,IPP Non-CHP,2019.0
MN8 Energy LLC,NC,Solar Photovoltaic,5.0,Columbus,IPP Non-CHP,2018.0
Terraform Arcadia,MN,Solar Photovoltaic,1.0,Chisago,IPP Non-CHP,2018.0
Terraform Arcadia,MN,Solar Photovoltaic,1.0,McLeod,IPP Non-CHP,2018.0
Terraform Arcadia,MN,Solar Photovoltaic,1.1,Goodhue,IPP Non-CHP,2018.0
Dominion Energy Inc.,VA,Solar Photovoltaic,15.0,Middlesex,Electric Utility,2018.0
Duke Energy Renewables Services,TX,Solar Photovoltaic,200.0,Tom Green,IPP Non-CHP,2020.0
Amadeus Wind LLC,TX,Onshore Wind Turbine,250.0,Fisher,IPP Non-CHP,2020.0
MSC-GreyCloud01 LLC,MN,Solar Photovoltaic,1.0,Washington,IPP Non-CHP,2019.0
MSC-Scandia01 LLC,MN,Solar Photovoltaic,1.0,Washington,IPP Non-CHP,2019.0
Minisink Solar 1 LLC,NY,Solar Photovoltaic,1.8,Orange,IPP Non-CHP,2018.0
Minisink Solar 2 LLC,NY,Solar Photovoltaic,2.0,Orange,IPP Non-CHP,2018.0
"KCE NY 1, LLC",NY,Batteries,20.0,Saratoga,IPP Non-CHP,2019.0
ENGIE Generation North America LLC,MN,Solar Photovoltaic,1.5,Freeborn,IPP Non-CHP,2019.0
Chaffey Community College District,CA,Solar Photovoltaic,4.0,San Bernardino,Commercial Non-CHP,2017.0
IKEA Property Inc,TX,Solar Photovoltaic,1.7,Bexar,Commercial Non-CHP,2019.0
Generate Capital,NY,Solar Photovoltaic,2.0,Sullivan,IPP Non-CHP,2020.0
"Scale Sustainable I, LLC",NY,Solar Photovoltaic,1.4,Sullivan,IPP Non-CHP,2019.0
